HGVR2,BUS,ONS LACode,HGVR4,AMV,Region Name (GO),CP Location,ONS LA Name,HGVA3,CP,HGVA6,HGV,iDir,LGV,dCount,Year,S Ref N,2WMV,HGVA5,CAR,Road,HGVR3,RCat,S Ref E,PC,Road Name,Hour
0,0,E06000024,0,9,South West,"North of New Bristol Road, Worle",North Somerset,0,947278,0,0,N,2,10/14/2013,2013,162698,0,0,7,U,0,UU,336641,3,APPLETREE COURT,7
0,0,E06000024,0,13,South West,"North of New Bristol Road, Worle",North Somerset,0,947278,0,0,N,1,10/14/2013,2013,162698,0,0,12,U,0,UU,336641,0,APPLETREE COURT,8
0,0,E06000024,0,9,South West,"North of New Bristol Road, Worle",North Somerset,0,947278,0,0,N,3,10/14/2013,2013,162698,0,0,6,U,0,UU,336641,0,APPLETREE COURT,9
0,0,E06000024,0,8,South West,"North of New Bristol Road, Worle",North Somerset,0,947278,0,0,N,2,10/14/2013,2013,162698,0,0,6,U,0,UU,336641,0,APPLETREE COURT,10
0,0,E06000024,0,10,South West,"North of New Bristol Road, Worle",North Somerset,0,947278,0,0,N,1,10/14/2013,2013,162698,0,0,9,U,0,UU,336641,0,APPLETREE COURT,11
0,0,E06000024,0,15,South West,"North of New Bristol Road, Worle",North Somerset,0,947278,0,0,N,1,10/14/2013,2013,162698,0,0,14,U,0,UU,336641,0,APPLETREE COURT,12
0,0,E06000024,0,13,South West,"North of New Bristol Road, Worle",North Somerset,0,947278,0,0,N,3,10/14/2013,2013,162698,0,0,10,U,0,UU,336641,0,APPLETREE COURT,13
0,0,E06000024,0,14,South West,"North of New Bristol Road, Worle",North Somerset,0,947278,0,0,N,1,10/14/2013,2013,162698,0,0,13,U,0,UU,336641,0,APPLETREE COURT,14
0,0,E06000024,0,12,South West,"North of New Bristol Road, Worle",North Somerset,0,947278,0,0,N,2,10/14/2013,2013,162698,0,0,10,U,0,UU,336641,1,APPLETREE COURT,15
0,0,E06000024,0,21,South West,"North of New Bristol Road, Worle",North Somerset,0,947278,0,0,N,3,10/14/2013,2013,162698,0,0,18,U,0,UU,336641,0,APPLETREE COURT,16
0,0,E06000024,0,39,South West,"North of New Bristol Road, Worle",North Somerset,0,947278,0,0,N,6,10/14/2013,2013,162698,0,0,33,U,0,UU,336641,2,APPLETREE COURT,17
0,0,E06000024,0,32,South West,"North of New Bristol Road, Worle",North Somerset,0,947278,0,0,N,3,10/14/2013,2013,162698,0,0,29,U,0,UU,336641,1,APPLETREE COURT,18
0,0,E06000024,0,28,South West,"North of New Bristol Road, Worle",North Somerset,0,947278,0,0,S,4,10/14/2013,2013,162698,0,0,24,U,0,UU,336641,2,APPLETREE COURT,7
0,0,E06000024,0,25,South West,"North of New Bristol Road, Worle",North Somerset,0,947278,0,0,S,3,10/14/2013,2013,162698,0,0,22,U,0,UU,336641,4,APPLETREE COURT,8
